image_list,cluster3_scores
../pictures/wo_background/ec24m/ec24m_2021-01-31_C.png,0.4980401020856143
../pictures/wo_background/ec24m/ec24m_2021-11-09_2.png,0.7974297678884191
../pictures/wo_background/ec24m/ec24m_2021-03-03_C.png,0.6054527051507367
../pictures/wo_background/ec24m/ec24m_2021-06-29_1.png,0.49914190243833534
../pictures/wo_background/ec24m/ec24m_2021-02-03_C.png,0.5494636749544523
../pictures/wo_background/ec24m/ec24m_2021-08-21_1.png,0.4688030665914561
../pictures/wo_background/ec24m/ec24m_2021-09-07_2.png,0.7347092237064398
../pictures/wo_background/ec24m/ec24m_2021-06-10_C.png,0.7815559670665766
../pictures/wo_background/ec24m/ec24m_2021-09-21_1.png,0.5093520395929987
../pictures/wo_background/ec24m/ec24m_2021-08-07_2.png,0.5633253890177703
../pictures/wo_background/ec24m/ec24m_2021-01-08_1.png,0.5621112708500512
../pictures/wo_background/ec24m/ec24m_2021-02-07_1.png,0.58882740980341
../pictures/wo_background/ec24m/ec24m_2021-03-21_2.png,0.5247184762903239
../pictures/wo_background/ec24m/ec24m_2021-03-07_1.png,0.5520447024282819
../pictures/wo_background/ec24m/ec24m_2021-02-21_2.png,0.5196160574037473
../pictures/wo_background/ec24m/ec24m_2021-07-14_1.png,0.6883597661163204
../pictures/wo_background/ec24m/ec24m_2021-10-12_1.png,0.6631807293444407
../pictures/wo_background/ec24m/ec24m_2021-09-25_C.png,0.6287165416479391
../pictures/wo_background/ec24m/ec24m_2021-06-14_1.png,0.6554696441426159
../pictures/wo_background/ec24m/ec24m_2021-04-26_1.png,0.6913305693798878
../pictures/wo_background/ec24m/ec24m_2021-02-23_1.png,0.6059156525617843
../pictures/wo_background/ec24m/ec24m_2021-03-23_1.png,0.5939259880633333
../pictures/wo_background/ec24m/ec24m_2021-02-05_2.png,0.806085482905166
../pictures/wo_background/ec24m/ec24m_2021-01-11_1.png,0.5259547089474763
../pictures/wo_background/ec24m/ec24m_2021-05-24_2.png,0.7385876737726721
../pictures/wo_background/ec24m/ec24m_2021-04-02_1.png,0.5144704476848303
../pictures/wo_background/ec24m/ec24m_2021-02-21_3.png,0.7338248527365574
../pictures/wo_background/ec24m/ec24m_2021-03-21_3.png,0.5114855555908668
../pictures/wo_background/ec24m/ec24m_2021-07-30_1.png,0.5474390305807133
../pictures/wo_background/ec24m/ec24m_2021-06-16_2.png,0.5206188031925263
../pictures/wo_background/ec24m/ec24m_2021-06-30_1.png,0.553079885122617
../pictures/wo_background/ec24m/ec24m_2021-10-10_2.png,0.56478864389679
../pictures/wo_background/ec24m/ec24m_2021-03-27_C.png,0.5748450239615166
../pictures/wo_background/ec24m/ec24m_2021-02-27_C.png,0.652225333877786
../pictures/wo_background/ec24m/ec24m_2021-01-15_C.png,0.5856430649997132
../pictures/wo_background/ec24m/ec24m_2021-04-19_2.png,0.661129005722602
../pictures/wo_background/ec24m/ec24m_2021-08-07_3.png,0.579476214693078
../pictures/wo_background/ec24m/ec24m_2021-11-09_3.png,0.6819673912680895
../pictures/wo_background/ec24m/ec24m_2021-04-06_C.png,0.5917335379599735
../pictures/wo_background/ec24m/ec24m_2021-09-05_1.png,0.6615314229182757
../pictures/wo_background/ec24m/ec24m_2021-06-29_2.png,0.5776508223545482
../pictures/wo_background/ec24m/ec24m_2021-03-25_C.png,0.5781724559352693
../pictures/wo_background/ec24m/ec24m_2021-11-09_1.png,0.6955422588140902
../pictures/wo_background/ec24m/ec24m_2021-02-25_C.png,0.5305858264076874
../pictures/wo_background/ec24m/ec24m_2021-08-07_1.png,0.5888262644764534
../pictures/wo_background/ec24m/ec24m_2021-11-30_C.png,0.5932450753131088
../pictures/wo_background/ec24m/ec24m_2021-09-21_2.png,0.5132837965241468
../pictures/wo_background/ec24m/ec24m_2021-09-07_1.png,0.6790317945841761
../pictures/wo_background/ec24m/ec24m_2021-08-21_2.png,0.6179119215970844
../pictures/wo_background/ec24m/ec24m_2021-04-04_C.png,0.5843351248560787
../pictures/wo_background/ec24m/ec24m_2021-01-08_2.png,0.5229711575139409
../pictures/wo_background/ec24m/ec24m_2021-05-04_C.png,0.6259196262191565
../pictures/wo_background/ec24m/ec24m_2021-11-25_9.png,0.6422986563701004
../pictures/wo_background/ec24m/ec24m_2021-07-30_3.png,0.6159982048454279
../pictures/wo_background/ec24m/ec24m_2021-02-21_1.png,0.4949203022222137
../pictures/wo_background/ec24m/ec24m_2021-03-07_2.png,0.5863073510155674
../pictures/wo_background/ec24m/ec24m_2021-03-21_1.png,0.59721194414837
../pictures/wo_background/ec24m/ec24m_2021-02-07_2.png,0.5896332665864974
../pictures/wo_background/ec24m/ec24m_2021-01-11_3.png,0.6500114558531672
../pictures/wo_background/ec24m/ec24m_2021-06-14_2.png,0.769385561410285
../pictures/wo_background/ec24m/ec24m_2021-10-12_2.png,0.6761653067239799
../pictures/wo_background/ec24m/ec24m_2021-03-23_3.png,0.6415961064617968
../pictures/wo_background/ec24m/ec24m_2021-04-26_2.png,0.6452835637911671
../pictures/wo_background/ec24m/ec24m_2021-02-05_1.png,0.7880956091672705
../pictures/wo_background/ec24m/ec24m_2021-03-23_2.png,0.6595656583602012
../pictures/wo_background/ec24m/ec24m_2021-03-05_1.png,0.5317100040267674
../pictures/wo_background/ec24m/ec24m_2021-06-14_3.png,0.5749808056208638
../pictures/wo_background/ec24m/ec24m_2021-01-11_2.png,0.6248646689672063
../pictures/wo_background/ec24m/ec24m_2021-04-02_2.png,0.588057444843443
../pictures/wo_background/ec24m/ec24m_2021-05-24_1.png,0.6165694543340139
../pictures/wo_background/ec24m/ec24m_2021-03-07_3.png,0.5055287056961191
../pictures/wo_background/ec24m/ec24m_2021-10-10_1.png,0.6100633488178461
../pictures/wo_background/ec24m/ec24m_2021-06-30_2.png,0.5248049524883726
../pictures/wo_background/ec24m/ec24m_2021-09-27_C.png,0.6608188059386612
../pictures/wo_background/ec24m/ec24m_2021-06-16_1.png,0.6727120747834178
../pictures/wo_background/ec24m/ec24m_2021-11-25_8.png,0.5734934230954112
../pictures/wo_background/ec24m/ec24m_2021-08-27_C.png,0.8465041793775919
../pictures/wo_background/ec24m/ec24m_2021-07-30_2.png,0.7997262132817644
../pictures/wo_background/ec24m/ec24m_2021-02-01_C.png,0.5863999296266735
../pictures/wo_background/ec24m/ec24m_2021-04-19_1.png,0.47222493898592505
../pictures/wo_background/ec24m/ec24m_2021-03-25_4.png,0.544960846888168
../pictures/wo_background/ec24m/ec24m_2021-10-14_C.png,0.6925088663445156
../pictures/wo_background/ec24m/ec24m_2021-07-12_1.png,0.5364892674771599
../pictures/wo_background/ec24m/ec24m_2021-06-12_1.png,0.7680641598171324
../pictures/wo_background/ec24m/ec24m_2021-11-14_1.png,0.6657315225226395
../pictures/wo_background/ec24m/ec24m_2021-08-23_C.png,0.561388325126799
../pictures/wo_background/ec24m/ec24m_2021-04-20_1.png,0.5384197497871409
../pictures/wo_background/ec24m/ec24m_2021-02-03_3.png,0.6415126316024397
../pictures/wo_background/ec24m/ec24m_2021-05-19_C.png,0.6738878169717561
../pictures/wo_background/ec24m/ec24m_2021-02-01_1.png,0.5860287939310602
../pictures/wo_background/ec24m/ec24m_2021-03-27_2.png,0.5699839854135995
../pictures/wo_background/ec24m/ec24m_2021-03-01_1.png,0.6453525768212118
../pictures/wo_background/ec24m/ec24m_2021-02-27_2.png,0.6486320759065197
../pictures/wo_background/ec24m/ec24m_2021-08-27_1.png,0.6411871000915129
../pictures/wo_background/ec24m/ec24m_2021-11-10_C.png,0.660817857479052
../pictures/wo_background/ec24m/ec24m_2021-04-24_C.png,0.509072776403197
../pictures/wo_background/ec24m/ec24m_2021-01-28_2.png,0.7201649721598026
../pictures/wo_background/ec24m/ec24m_2021-02-21_4.png,0.5747868127085964
../pictures/wo_background/ec24m/ec24m_2021-06-09_2.png,0.6852512408828446
../pictures/wo_background/ec24m/ec24m_2021-10-29_1.png,0.6606994140739578
../pictures/wo_background/ec24m/ec24m_2021-03-05_C.png,0.7079078517385401
../pictures/wo_background/ec24m/ec24m_2021-06-09_3.png,0.5908300129910418
../pictures/wo_background/ec24m/ec24m_2021-08-03_1.png,0.696341992474957
../pictures/wo_background/ec24m/ec24m_2021-02-18_1.png,0.5942191969362247
